user_id,signup_date,acquisition_channel,acquisition_cost,country,device_type,signup_quality_score
U02088,2026-02-16,Paid Search,25.55,UK,Mobile,0.777
U02089,2025-11-20,Organic Search,0.0,Germany,Desktop,0.16
U02090,2025-11-18,Paid Social,30.56,Canada,Desktop,0.412
U02091,2026-05-14,Referral,8.65,India,Desktop,0.394
U02092,2026-02-01,Paid Social,25.65,Australia,Mobile,0.427
U02093,2025-06-12,Email,1.67,UK,Desktop,0.277
U02094,2026-07-01,Organic Search,0.0,UAE,Desktop,0.543
U02095,2025-12-09,Paid Search,32.91,Canada,Desktop,0.052
U02096,2025-04-02,Email,0.6,USA,Desktop,0.541
U02097,2025-05-20,Organic Search,0.0,Australia,Desktop,0.639
U02098,2025-08-15,Organic Search,0.0,Canada,Mobile,0.239
U02099,2025-07-02,Paid Search,39.9,Australia,Desktop,0.367
U02100,2026-05-01,Paid Social,33.23,USA,Desktop,0.399
U02101,2025-05-23,Referral,5.64,India,Mobile,0.771
U02102,2025-11-15,Organic Search,0.0,USA,Mobile,0.053
U02103,2026-03-23,Email,1.47,UK,Desktop,0.49
U02104,2026-04-14,Affiliate,25.09,Canada,Desktop,0.492
U02105,2025-04-22,Affiliate,32.64,UK,Desktop,0.088
U02106,2026-06-19,Content/SEO,0.0,India,Desktop,0.509
U02107,2025-02-17,Referral,3.85,UK,Desktop,0.086
U02108,2026-01-08,Organic Search,0.0,USA,Mobile,0.274
U02109,2025-11-03,Paid Search,51.29,India,Desktop,0.259
U02110,2026-03-24,Email,1.91,USA,Desktop,0.419
U02111,2025-08-28,Paid Social,24.1,Australia,Mobile,0.577
U02112,2025-05-18,Paid Search,36.98,UK,Desktop,0.39
U02113,2025-07-29,Organic Search,0.0,USA,Desktop,0.818
U02114,2026-07-25,Email,2.07,India,Desktop,0.603
U02115,2026-05-20,Paid Social,45.33,Germany,Desktop,0.484
U02116,2026-02-12,Organic Search,0.0,USA,Desktop,0.861
U02117,2025-06-11,Content/SEO,0.0,Germany,Desktop,0.312
U02118,2026-06-01,Email,3.28,UAE,Desktop,0.593
U02119,2025-11-01,Organic Search,0.0,Australia,Desktop,0.235
U02120,2026-06-25,Referral,6.01,Australia,Mobile,0.527
U02121,2025-10-21,Paid Social,41.82,India,Mobile,0.534
U02122,2025-11-25,Organic Search,0.0,UAE,Mobile,0.104
U02123,2025-09-12,Organic Search,0.0,USA,Mobile,0.632
U02124,2025-07-07,Affiliate,9.3,UK,Mobile,0.23
U02125,2025-06-20,Affiliate,17.0,Brazil,Desktop,0.655
U02126,2025-09-29,Email,0.62,USA,Desktop,0.467
U02127,2026-06-08,Content/SEO,0.0,India,Desktop,0.542
U02128,2025-08-05,Paid Search,30.57,Canada,Desktop,0.441
U02129,2026-04-28,Paid Social,17.03,USA,Desktop,0.942
U02130,2026-04-29,Affiliate,27.07,India,Desktop,0.432
U02131,2026-03-22,Referral,2.64,India,Desktop,0.154
U02132,2025-03-16,Affiliate,13.95,India,Desktop,0.482
U02133,2026-02-16,Referral,8.41,UAE,Mobile,0.424
U02134,2026-05-03,Affiliate,23.55,India,Mobile,0.39
U02135,2026-01-18,Email,6.57,USA,Tablet,0.163
U02136,2026-02-02,Referral,10.01,Australia,Mobile,0.618
U02137,2025-10-24,Affiliate,13.02,Germany,Mobile,0.1
U02138,2026-06-19,Paid Search,32.25,UK,Desktop,0.787
U02139,2026-03-17,Affiliate,3.03,India,Mobile,0.074
U02140,2025-08-19,Organic Search,0.0,Australia,Mobile,0.45
U02141,2026-06-03,Paid Search,48.28,Brazil,Desktop,0.212
U02142,2025-05-15,Affiliate,20.05,USA,Desktop,0.666
U02143,2026-04-19,Email,2.86,USA,Desktop,0.518
U02144,2026-06-04,Email,1.0,Brazil,Mobile,0.287
U02145,2025-10-27,Email,4.69,Canada,Desktop,0.545
U02146,2026-06-13,Organic Search,0.0,Australia,Mobile,0.436
U02147,2026-05-04,Affiliate,36.61,India,Desktop,0.356
U02148,2026-06-24,Email,2.85,Germany,Mobile,0.367
U02149,2026-06-21,Email,5.14,Australia,Mobile,0.659
U02150,2026-03-23,Paid Social,42.37,India,Desktop,0.585
U02151,2025-09-06,Content/SEO,0.0,Canada,Desktop,0.433
U02152,2025-06-15,Organic Search,0.0,USA,Mobile,0.309
U02153,2025-04-12,Referral,4.46,Canada,Desktop,0.479
U02154,2025-04-14,Paid Social,25.32,UK,Desktop,0.493
U02155,2026-05-28,Organic Search,0.0,USA,Desktop,0.733
U02156,2026-06-05,Affiliate,25.38,Australia,Mobile,0.484
U02157,2026-03-24,Email,3.16,Germany,Mobile,0.565
U02158,2026-06-09,Paid Search,25.59,India,Mobile,0.245
U02159,2026-03-26,Paid Search,36.76,Germany,Mobile,0.488
U02160,2025-03-10,Content/SEO,0.0,USA,Desktop,0.565
U02161,2025-12-15,Organic Search,0.0,Brazil,Tablet,0.171
U02162,2026-02-17,Email,7.67,USA,Tablet,0.682
U02163,2025-12-13,Affiliate,27.81,Germany,Mobile,0.441
U02164,2025-02-13,Email,2.38,UAE,Desktop,0.054
U02165,2026-03-22,Content/SEO,0.0,USA,Desktop,0.666
U02166,2025-09-01,Paid Social,16.42,USA,Desktop,0.616
U02167,2026-04-03,Paid Search,32.45,UAE,Desktop,0.158
U02168,2026-05-07,Content/SEO,0.0,India,Mobile,0.251
U02169,2025-11-12,Paid Social,0.0,Germany,Desktop,0.412
U02170,2026-02-17,Content/SEO,0.0,USA,Mobile,0.26
U02171,2026-07-08,Content/SEO,0.0,USA,Desktop,0.083
U02172,2025-04-04,Organic Search,0.0,Australia,Desktop,0.369
U02173,2026-04-15,Affiliate,8.76,USA,Mobile,0.345
U02174,2025-02-03,Paid Social,42.67,India,Desktop,0.066
U02175,2025-12-22,Paid Search,47.27,USA,Desktop,0.368
U02176,2026-04-04,Email,1.96,India,Mobile,0.34
U02177,2025-07-27,Paid Social,23.04,USA,Desktop,0.67
U02178,2026-06-05,Paid Search,19.58,Germany,Mobile,0.588
U02179,2025-06-22,Content/SEO,0.0,Germany,Mobile,0.375
U02180,2025-06-15,Paid Search,45.43,USA,Desktop,0.543
U02181,2026-01-19,Paid Search,27.15,USA,Mobile,0.514
U02182,2025-06-19,Affiliate,26.76,Brazil,Tablet,0.217
U02183,2026-01-27,Referral,2.42,Canada,Desktop,0.524
U02184,2025-09-26,Paid Search,40.4,UK,Desktop,0.212
U02185,2025-07-03,Paid Search,47.54,India,Tablet,0.628
U02186,2026-05-22,Paid Social,45.27,UK,Desktop,0.373
U02187,2026-05-18,Paid Social,22.09,Brazil,Mobile,0.669
U02188,2025-02-25,Organic Search,0.0,India,Desktop,0.723
U02189,2026-01-31,Organic Search,0.0,USA,Desktop,0.196
U02190,2026-07-06,Organic Search,0.0,Brazil,Mobile,0.802
U02191,2025-09-03,Content/SEO,0.0,Brazil,Desktop,0.336
U02192,2025-10-15,Email,1.88,UK,Mobile,0.261
U02193,2026-08-03,Paid Search,11.17,India,Mobile,0.661
U02194,2026-05-02,Paid Search,35.95,UAE,Mobile,0.421
U02195,2025-06-15,Organic Search,0.0,Australia,Mobile,0.082
U02196,2025-10-07,Content/SEO,0.0,USA,Desktop,0.289
U02197,2026-04-26,Paid Search,42.95,USA,Desktop,0.436
U02198,2025-07-18,Content/SEO,0.0,India,Tablet,0.566
U02199,2026-05-31,Affiliate,25.44,USA,Desktop,0.332
U02200,2026-01-27,Content/SEO,0.0,India,Desktop,0.454
U02201,2025-12-08,Email,3.94,Australia,Desktop,0.788
U02202,2025-09-05,Organic Search,0.0,Australia,Desktop,0.574
U02203,2025-03-13,Organic Search,0.0,India,Desktop,0.404
U02204,2025-03-21,Email,6.38,UK,Desktop,0.391
U02205,2025-04-14,Affiliate,28.53,UK,Desktop,0.478
U02206,2025-04-27,Paid Social,27.33,USA,Mobile,0.193
U02207,2026-01-29,Referral,5.64,Brazil,Desktop,0.166
U02208,2026-02-06,Referral,6.79,Germany,Desktop,0.133
U02209,2026-06-20,Referral,10.98,UAE,Mobile,0.389
U02210,2025-02-06,Organic Search,0.0,USA,Mobile,0.768
U02211,2025-01-21,Referral,6.87,India,Tablet,0.53
U02212,2026-04-11,Referral,10.69,USA,Tablet,0.546
U02213,2026-03-06,Referral,5.53,UAE,Desktop,0.379
U02214,2025-03-12,Content/SEO,0.0,Canada,Tablet,0.465
U02215,2026-04-13,Referral,0.65,USA,Desktop,0.111
U02216,2025-03-27,Referral,4.01,India,Desktop,0.145
U02217,2026-01-17,Organic Search,0.0,UAE,Desktop,0.547
U02218,2026-05-11,Paid Search,38.88,USA,Tablet,0.109
U02219,2026-03-25,Email,1.68,USA,Mobile,0.171
U02220,2025-08-15,Organic Search,0.0,Canada,Desktop,0.435
U02221,2026-07-28,Content/SEO,0.0,Germany,Desktop,0.475
U02222,2025-05-10,Paid Social,23.82,India,Mobile,0.562
U02223,2025-10-07,Paid Search,39.2,Germany,Desktop,0.271
U02224,2025-11-11,Referral,0.0,Australia,Desktop,0.379
U02225,2026-01-16,Paid Social,47.21,Brazil,Desktop,0.496
U02226,2025-08-25,Referral,3.48,India,Mobile,0.179
U02227,2025-05-13,Content/SEO,0.0,UK,Desktop,0.228
U02228,2026-06-09,Paid Social,16.21,USA,Desktop,0.446
U02229,2026-01-20,Paid Social,25.48,USA,Mobile,0.798
U02230,2026-05-12,Organic Search,0.0,India,Mobile,0.507
U02231,2025-10-22,Paid Social,15.62,USA,Desktop,0.212
U02232,2026-04-05,Email,6.17,India,Desktop,0.345
U02233,2026-04-27,Organic Search,0.0,Brazil,Mobile,0.079
U02234,2025-07-04,Paid Social,53.15,USA,Desktop,0.293
U02235,2025-04-03,Organic Search,0.0,USA,Desktop,0.624
U02236,2025-10-27,Paid Social,36.57,USA,Mobile,0.793
U02237,2025-07-25,Referral,8.42,USA,Desktop,0.372
U02238,2025-04-16,Organic Search,0.0,India,Desktop,0.745
U02239,2026-05-27,Referral,3.74,USA,Desktop,0.179
U02240,2026-05-12,Paid Search,32.77,USA,Mobile,0.229
U02241,2026-05-30,Paid Search,38.98,UK,Desktop,0.414
U02242,2025-08-04,Referral,3.71,UK,Desktop,0.31
U02243,2026-01-19,Affiliate,22.92,Brazil,Desktop,0.601
U02244,2025-08-14,Organic Search,0.0,Canada,Desktop,0.332
U02245,2026-06-09,Email,2.62,USA,Desktop,0.515
U02246,2025-04-14,Organic Search,0.0,USA,Desktop,0.356
U02247,2026-03-23,Paid Social,30.73,Germany,Mobile,0.809
U02248,2026-04-25,Affiliate,29.29,UK,Desktop,0.129
U02249,2026-07-11,Referral,4.61,UAE,Desktop,0.41
U02250,2026-02-27,Referral,6.37,Germany,Desktop,0.447
U02251,2025-01-13,Paid Search,49.34,USA,Desktop,0.137
U02252,2026-01-26,Organic Search,0.0,USA,Tablet,0.219
U02253,2026-02-10,Email,2.53,USA,Mobile,0.376
U02254,2026-02-17,Referral,4.16,India,Mobile,0.21
U02255,2025-07-29,Content/SEO,0.0,USA,Desktop,0.303
U02256,2026-06-06,Paid Social,32.47,India,Desktop,0.496
U02257,2026-01-12,Organic Search,0.0,USA,Mobile,0.268
U02258,2025-07-21,Affiliate,26.46,India,Mobile,0.559
U02259,2025-10-31,Referral,4.52,USA,Desktop,0.724
U02260,2026-03-30,Email,3.1,USA,Desktop,0.113
U02261,2025-08-16,Referral,5.22,Germany,Tablet,0.603
U02262,2025-06-09,Email,5.9,Canada,Desktop,0.312
U02263,2026-05-18,Paid Social,29.83,USA,Desktop,0.626
U02264,2026-02-05,Paid Social,27.21,UK,Desktop,0.654
U02265,2025-03-13,Referral,6.38,Australia,Desktop,0.487
U02266,2025-09-28,Content/SEO,0.0,UK,Desktop,0.529
U02267,2026-01-22,Paid Search,24.47,USA,Mobile,0.242
U02268,2026-02-21,Paid Social,24.06,India,Desktop,0.138
U02269,2025-09-01,Affiliate,5.65,India,Mobile,0.443
U02270,2025-08-26,Organic Search,0.0,USA,Desktop,0.621
U02271,2025-10-12,Paid Search,38.79,USA,Desktop,0.512
U02272,2025-12-11,Email,5.15,India,Desktop,0.468
U02273,2026-04-16,Email,1.61,Germany,Desktop,0.69
U02274,2026-05-25,Paid Search,45.78,Germany,Tablet,0.676
U02275,2026-03-05,Email,4.85,Germany,Mobile,0.268
U02276,2026-07-14,Content/SEO,0.0,Canada,Mobile,0.808
U02277,2025-03-02,Referral,2.93,USA,Mobile,0.33
U02278,2026-06-03,Referral,6.07,USA,Desktop,0.659
U02279,2025-04-15,Referral,5.35,USA,Desktop,0.464
U02280,2025-08-12,Affiliate,18.77,India,Desktop,0.593
U02281,2026-02-20,Organic Search,0.0,USA,Mobile,0.239
U02282,2025-10-04,Paid Search,51.21,USA,Mobile,0.567
U02283,2026-05-15,Email,1.42,USA,Desktop,0.145
U02284,2025-08-14,Paid Social,27.43,UK,Desktop,0.24
U02285,2025-08-19,Paid Search,22.16,USA,Desktop,0.338
U02286,2025-05-23,Paid Search,34.49,USA,Mobile,0.748
U02287,2025-10-30,Paid Search,15.4,USA,Mobile,0.761
U02288,2025-08-28,Paid Social,45.45,Germany,Mobile,0.762
U02289,2026-05-08,Affiliate,21.05,India,Desktop,0.199
U02290,2026-05-18,Email,0.83,USA,Desktop,0.851
U02291,2025-08-03,Referral,5.17,Canada,Tablet,0.465
U02292,2025-12-04,Email,5.9,USA,Desktop,0.27
U02293,2025-04-19,Referral,7.26,Brazil,Mobile,0.585
U02294,2025-05-10,Organic Search,0.0,USA,Desktop,0.157
U02295,2026-06-05,Paid Social,40.35,Canada,Desktop,0.455
U02296,2026-03-01,Referral,13.54,India,Desktop,0.316
U02297,2026-02-22,Email,3.14,India,Desktop,0.268
U02298,2026-06-30,Content/SEO,0.0,USA,Mobile,0.505
U02299,2025-08-20,Paid Search,28.1,India,Desktop,0.31
U02300,2025-04-26,Paid Search,44.02,Canada,Desktop,0.129
U02301,2026-06-30,Referral,7.85,USA,Mobile,0.338
U02302,2025-03-18,Paid Social,46.86,USA,Mobile,0.33
U02303,2025-09-27,Paid Social,26.48,India,Desktop,0.42
U02304,2025-03-19,Email,2.76,Canada,Desktop,0.431
U02305,2025-01-23,Organic Search,0.0,USA,Desktop,0.128
U02306,2025-03-22,Content/SEO,0.0,UAE,Desktop,0.59
U02307,2026-04-23,Paid Search,51.97,UAE,Desktop,0.215
U02308,2025-05-12,Organic Search,0.0,Canada,Mobile,0.297
U02309,2026-01-31,Referral,3.43,Brazil,Desktop,0.112
U02310,2026-03-25,Referral,4.72,Germany,Mobile,0.632
U02311,2025-05-11,Paid Social,27.09,USA,Desktop,0.528
U02312,2025-05-03,Referral,7.31,UK,Desktop,0.329
U02313,2025-02-15,Content/SEO,0.0,Brazil,Desktop,0.253
U02314,2026-05-09,Paid Search,20.68,UK,Mobile,0.584
U02315,2025-04-12,Content/SEO,0.0,India,Desktop,0.203
U02316,2026-06-16,Paid Social,34.45,Canada,Mobile,0.535
U02317,2025-09-28,Referral,6.55,Brazil,Mobile,0.163
U02318,2025-09-16,Paid Social,19.38,USA,Desktop,0.327
U02319,2025-07-13,Organic Search,0.0,India,Mobile,0.433
U02320,2025-09-01,Content/SEO,0.0,USA,Tablet,0.596
U02321,2025-09-18,Paid Search,39.67,USA,Desktop,0.11
U02322,2026-04-24,Paid Social,0.0,Canada,Desktop,0.314
U02323,2026-05-19,Organic Search,0.0,Canada,Desktop,0.355
U02324,2025-11-06,Paid Search,14.07,Canada,Mobile,0.177
U02325,2025-10-19,Affiliate,18.9,USA,Desktop,0.47
U02326,2025-03-24,Paid Search,24.13,UK,Desktop,0.348
U02327,2025-11-03,Organic Search,0.0,Germany,Desktop,0.167
U02328,2025-01-30,Paid Search,26.79,Canada,Desktop,0.179
U02329,2026-02-12,Affiliate,31.51,Australia,Tablet,0.435
U02330,2026-04-05,Referral,4.76,Brazil,Mobile,0.351
U02331,2026-04-16,Paid Social,40.33,UK,Desktop,0.218
U02332,2025-07-04,Paid Search,9.7,Canada,Mobile,0.575
U02333,2025-07-05,Referral,0.0,Germany,Desktop,0.1
U02334,2025-07-19,Paid Search,54.49,India,Desktop,0.201
U02335,2025-08-05,Email,1.95,India,Desktop,0.069
U02336,2026-06-13,Content/SEO,0.0,Australia,Desktop,0.106
U02337,2025-06-10,Organic Search,0.0,Brazil,Desktop,0.684
U02338,2025-08-23,Paid Social,8.15,India,Desktop,0.467
U02339,2025-06-07,Referral,6.34,India,Desktop,0.637
U02340,2026-03-26,Paid Search,26.3,India,Desktop,0.356
U02341,2025-11-03,Paid Social,18.99,Brazil,Desktop,0.165
U02342,2025-12-02,Affiliate,11.13,Australia,Desktop,0.426
U02343,2025-07-15,Organic Search,0.0,Germany,Desktop,0.648
U02344,2025-11-07,Content/SEO,0.0,Australia,Desktop,0.313
U02345,2026-01-22,Organic Search,0.0,India,Mobile,0.67
U02346,2025-10-27,Affiliate,4.96,India,Tablet,0.32
U02347,2026-03-27,Referral,2.58,India,Desktop,0.378
U02348,2026-07-25,Referral,7.59,USA,Desktop,0.307
U02349,2025-06-08,Paid Search,39.04,UAE,Desktop,0.204
U02350,2026-05-26,Paid Social,54.37,Canada,Desktop,0.465
U02351,2025-07-31,Referral,7.87,USA,Mobile,0.212
U02352,2025-10-15,Email,1.37,USA,Mobile,0.469
U02353,2025-12-08,Paid Social,4.73,USA,Desktop,0.093
U02354,2025-08-20,Email,0.61,India,Desktop,0.315
U02355,2026-01-30,Referral,6.66,Brazil,Mobile,0.329
U02356,2026-03-10,Paid Social,48.55,Canada,Desktop,0.525
U02357,2026-02-16,Content/SEO,0.0,India,Desktop,0.373
U02358,2026-06-23,Paid Social,22.14,India,Mobile,0.218
U02359,2026-02-14,Paid Search,33.87,Canada,Mobile,0.479
U02360,2026-03-18,Paid Social,19.29,USA,Desktop,0.271
U02361,2025-07-05,Paid Social,27.3,UAE,Mobile,0.498
U02362,2026-06-14,Content/SEO,0.0,Germany,Mobile,0.407
U02363,2025-12-27,Content/SEO,0.0,UK,Mobile,0.489
U02364,2025-07-25,Content/SEO,0.0,UK,Desktop,0.159
U02365,2025-11-22,Paid Social,29.57,USA,Desktop,0.31
U02366,2026-07-03,Referral,10.82,USA,Desktop,0.43
U02367,2026-03-18,Organic Search,0.0,India,Mobile,0.488
U02368,2026-02-09,Organic Search,0.0,Brazil,Desktop,0.512
U02369,2025-03-21,Organic Search,0.0,Canada,Desktop,0.148
U02370,2025-09-06,Content/SEO,0.0,Brazil,Desktop,0.219
U02371,2025-11-02,Content/SEO,0.0,UK,Desktop,0.168
U02372,2025-08-08,Organic Search,0.0,Australia,Desktop,0.135
U02373,2025-05-08,Paid Social,34.95,India,Mobile,0.773
U02374,2025-05-12,Paid Search,23.52,USA,Desktop,0.275
U02375,2025-12-04,Organic Search,0.0,USA,Desktop,0.438
U02376,2025-05-24,Paid Search,51.89,USA,Desktop,0.212
U02377,2026-02-03,Paid Social,0.0,USA,Desktop,0.174
U02378,2026-06-24,Paid Search,47.27,USA,Desktop,0.196
U02379,2026-03-20,Paid Search,20.86,India,Desktop,0.837
U02380,2025-11-22,Paid Search,33.7,India,Mobile,0.425
U02381,2025-09-11,Organic Search,0.0,USA,Mobile,0.121
U02382,2026-07-30,Referral,2.27,India,Mobile,0.508
U02383,2025-04-28,Paid Search,17.04,USA,Desktop,0.647
U02384,2026-02-07,Paid Social,26.78,India,Desktop,0.151
U02385,2025-05-18,Paid Social,18.06,USA,Mobile,0.361
U02386,2026-01-11,Paid Search,28.77,UAE,Mobile,0.306
U02387,2025-10-28,Paid Search,58.79,UK,Mobile,0.31
U02388,2025-04-27,Paid Search,23.65,India,Desktop,0.128
U02389,2025-08-11,Referral,3.61,USA,Tablet,0.38
U02390,2025-03-05,Paid Search,42.91,UAE,Mobile,0.299
U02391,2026-02-14,Paid Social,30.1,India,Mobile,0.623
U02392,2025-08-23,Paid Social,30.35,USA,Desktop,0.454
U02393,2025-10-22,Email,2.63,USA,Tablet,0.196
U02394,2025-12-04,Organic Search,0.0,Brazil,Desktop,0.324
U02395,2025-09-07,Referral,0.0,Australia,Desktop,0.434
U02396,2026-02-22,Paid Search,20.41,UK,Desktop,0.901
U02397,2026-03-30,Paid Social,29.32,USA,Mobile,0.558
U02398,2026-02-08,Referral,4.04,India,Desktop,0.174
U02399,2025-06-08,Organic Search,0.0,USA,Desktop,0.896
U02400,2026-01-17,Paid Search,25.03,India,Desktop,0.589
U02401,2025-07-30,Affiliate,0.0,India,Mobile,0.533
U02402,2025-10-17,Paid Search,44.18,USA,Mobile,0.596
U02403,2025-12-30,Paid Social,38.23,USA,Tablet,0.405
U02404,2026-06-24,Paid Search,50.56,India,Desktop,0.13
U02405,2025-05-20,Organic Search,0.0,Germany,Mobile,0.362
U02406,2026-04-12,Organic Search,0.0,India,Mobile,0.809
U02407,2026-05-15,Referral,7.81,India,Mobile,0.211
U02408,2025-10-05,Content/SEO,0.0,Canada,Desktop,0.425
U02409,2026-01-07,Content/SEO,0.0,Germany,Desktop,0.604
U02410,2026-06-01,Organic Search,0.0,Australia,Mobile,0.249
U02411,2026-03-13,Referral,4.24,India,Mobile,0.48
U02412,2025-05-21,Email,0.3,India,Desktop,0.213
U02413,2025-05-29,Content/SEO,0.0,Germany,Desktop,0.42
U02414,2025-02-09,Paid Social,33.21,Brazil,Desktop,0.641
U02415,2025-05-26,Paid Search,31.29,USA,Desktop,0.491
U02416,2025-12-31,Affiliate,17.23,India,Desktop,0.297
U02417,2025-03-26,Referral,0.32,India,Mobile,0.365
U02418,2026-01-21,Paid Search,51.57,India,Desktop,0.691
U02419,2025-11-15,Paid Search,35.86,Brazil,Mobile,0.291
U02420,2025-03-19,Organic Search,0.0,USA,Mobile,0.926
U02421,2025-05-06,Paid Search,23.13,Australia,Desktop,0.163
U02422,2025-08-25,Paid Social,9.32,UK,Mobile,0.557
U02423,2026-01-26,Referral,7.33,Germany,Desktop,0.456
U02424,2026-06-22,Organic Search,0.0,USA,Desktop,0.384
U02425,2026-01-15,Paid Search,35.33,UK,Desktop,0.689
U02426,2026-01-21,Paid Social,29.53,Canada,Desktop,0.275
U02427,2025-05-21,Referral,2.06,UAE,Mobile,0.165
U02428,2026-01-05,Paid Social,43.16,USA,Desktop,0.069
U02429,2025-11-15,Paid Social,19.61,Brazil,Mobile,0.08
U02430,2025-04-21,Affiliate,20.08,USA,Mobile,0.332
U02431,2025-09-22,Paid Social,51.65,UAE,Desktop,0.517
U02432,2026-05-22,Referral,3.51,India,Desktop,0.288
U02433,2026-02-09,Content/SEO,0.0,Brazil,Desktop,0.294
U02434,2025-11-02,Paid Search,30.66,India,Desktop,0.049
U02435,2025-08-31,Organic Search,0.0,USA,Desktop,0.181
U02436,2026-07-09,Referral,3.66,USA,Mobile,0.339
U02437,2025-09-05,Affiliate,27.06,India,Desktop,0.26
U02438,2026-04-26,Paid Search,41.8,USA,Desktop,0.118
U02439,2025-07-20,Referral,4.36,USA,Desktop,0.668
U02440,2026-07-23,Content/SEO,0.0,UK,Mobile,0.346
U02441,2026-05-10,Paid Search,30.12,USA,Desktop,0.387
U02442,2025-12-29,Paid Search,41.33,India,Desktop,0.178
U02443,2026-08-02,Paid Search,29.06,Canada,Tablet,0.387
U02444,2026-07-14,Content/SEO,0.0,UK,Mobile,0.38
U02445,2026-05-31,Referral,10.03,UK,Desktop,0.216
U02446,2025-02-13,Organic Search,0.0,USA,Desktop,0.716
U02447,2025-08-23,Email,2.78,USA,Desktop,0.342
U02448,2026-03-22,Email,1.07,India,Desktop,0.784
U02449,2025-09-04,Referral,4.22,USA,Mobile,0.658
U02450,2025-07-26,Paid Social,19.45,USA,Desktop,0.792
U02451,2025-07-29,Organic Search,0.0,Canada,Desktop,0.199
U02452,2025-07-11,Referral,3.13,Germany,Desktop,0.263
U02453,2025-11-16,Paid Search,27.52,Canada,Mobile,0.3
U02454,2025-10-17,Referral,1.67,India,Mobile,0.557
U02455,2026-01-31,Content/SEO,0.0,India,Desktop,0.458
U02456,2026-06-16,Organic Search,0.0,USA,Desktop,0.34
U02457,2026-02-27,Organic Search,0.0,Canada,Desktop,0.614
U02458,2025-09-24,Referral,4.64,UK,Desktop,0.203
U02459,2026-02-20,Paid Social,29.18,Canada,Desktop,0.179
U02460,2025-12-19,Paid Search,47.28,Canada,Desktop,0.427
U02461,2026-05-06,Paid Search,13.45,India,Tablet,0.544
U02462,2025-10-05,Content/SEO,0.0,India,Mobile,0.539
U02463,2025-03-23,Content/SEO,0.0,USA,Desktop,0.034
U02464,2026-03-14,Paid Search,27.02,India,Desktop,0.32
U02465,2026-03-05,Referral,1.55,Germany,Desktop,0.585
U02466,2026-02-17,Paid Social,51.79,Australia,Mobile,0.719
U02467,2026-01-16,Paid Social,26.26,USA,Desktop,0.767
U02468,2025-12-27,Email,0.6,Canada,Desktop,0.109
U02469,2025-06-12,Referral,9.44,Germany,Tablet,0.284
U02470,2026-05-24,Referral,3.23,India,Desktop,0.326
U02471,2025-06-19,Affiliate,21.4,UK,Desktop,0.427
U02472,2025-07-26,Organic Search,0.0,India,Mobile,0.081
U02473,2025-10-30,Organic Search,0.0,USA,Desktop,0.143
U02474,2026-03-10,Paid Search,47.21,USA,Mobile,0.514
U02475,2025-06-12,Paid Search,22.33,Canada,Tablet,0.262
U02476,2025-01-12,Paid Search,18.29,Canada,Desktop,0.351
U02477,2025-06-12,Organic Search,0.0,UAE,Desktop,0.559
U02478,2025-12-15,Organic Search,0.0,USA,Desktop,0.11
U02479,2025-10-14,Paid Search,79.28,USA,Desktop,0.777
U02480,2025-07-05,Content/SEO,0.0,USA,Desktop,0.441
U02481,2026-05-29,Organic Search,0.0,USA,Mobile,0.738
U02482,2026-07-04,Content/SEO,0.0,India,Desktop,0.264
U02483,2025-08-24,Organic Search,0.0,USA,Mobile,0.485
U02484,2026-04-10,Email,0.0,USA,Mobile,0.351
U02485,2025-10-13,Paid Search,34.67,Canada,Desktop,0.409
U02486,2025-10-14,Affiliate,16.71,India,Desktop,0.216
U02487,2026-01-11,Content/SEO,0.0,Germany,Tablet,0.345
U02488,2025-02-05,Affiliate,9.19,UAE,Mobile,0.512
U02489,2025-11-18,Email,3.78,USA,Desktop,0.177
U02490,2025-10-18,Affiliate,17.12,Canada,Desktop,0.858
U02491,2026-02-01,Paid Search,41.72,India,Desktop,0.597
U02492,2026-07-13,Affiliate,20.33,USA,Desktop,0.528
U02493,2025-04-19,Referral,2.32,USA,Desktop,0.642
U02494,2026-05-29,Content/SEO,0.0,India,Desktop,0.428
U02495,2026-02-17,Content/SEO,0.0,Brazil,Mobile,0.309
U02496,2025-03-01,Affiliate,22.78,Brazil,Desktop,0.297
U02497,2025-12-04,Organic Search,0.0,India,Mobile,0.505
U02498,2026-07-02,Organic Search,0.0,India,Mobile,0.086
U02499,2025-07-24,Referral,1.47,India,Desktop,0.564
U02500,2025-07-02,Paid Social,15.88,India,Desktop,0.937
U02501,2026-07-01,Referral,4.59,Germany,Desktop,0.261
U02502,2026-05-18,Paid Search,42.52,India,Mobile,0.686
U02503,2026-07-29,Referral,2.63,USA,Desktop,0.157
U02504,2025-01-27,Organic Search,0.0,Australia,Desktop,0.336
U02505,2025-04-13,Paid Search,37.76,Brazil,Desktop,0.136
U02506,2025-11-16,Affiliate,30.13,India,Desktop,0.157
U02507,2025-11-28,Organic Search,0.0,USA,Desktop,0.194
U02508,2026-02-11,Paid Search,17.79,UK,Desktop,0.211
U02509,2025-01-24,Referral,8.34,India,Desktop,0.405
U02510,2025-11-21,Paid Social,20.82,Australia,Desktop,0.327
U02511,2026-01-11,Paid Search,50.07,USA,Desktop,0.209
U02512,2025-11-12,Referral,9.21,India,Desktop,0.604
U02513,2025-08-05,Email,0.0,India,Mobile,0.546
U02514,2025-01-22,Content/SEO,0.0,Brazil,Desktop,0.525
